title,NER,link
"""Peach Salad""","""peaches,peach jello,cream cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=80775"""
"""Dump Cake""","""pineapple,coconut,yellow cake mix,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=653629"""
"""Chicken Casserole""","""chicken,cream of chicken soup,water chestnuts,rice,celery,onions,mayonnaise,almonds,cheese,cracker crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=298821"""
"""Caramel Peanut Nests""","""caramels,water,peanut butter,Cheerios,peanut candies""","""www.cookbooks.com/Recipe-Details.aspx?id=854294"""
"""Layered Casserole""","""cabbage,potatoes,carrots,onions,fresh vegetables,pork,vegetables,tomatoes""","""www.cookbooks.com/Recipe-Details.aspx?id=990356"""
"""Coconut Pie""","""Angel,milk,sugar,margarine,eggs,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=1081635"""
"""Zucchini Nut Bread""","""eggs,flour,vanilla,salt,soda,nuts,baking powder,oil,sugar,cinnamon,nutmeg,zucchini""","""www.cookbooks.com/Recipe-Details.aspx?id=776697"""
"""Broccoli-Cauliflower Salad""","""green onions,garlic powder,mayonnaise,sour cream,salt,broccoli,cauliflower,frozen peas""","""www.cookbooks.com/Recipe-Details.aspx?id=695296"""
"""Pear And Sour Cherry Crisp""","""flour,sugar,salt,nutmeg,butter,cherries,cornstarch,almond extract""","""www.cookbooks.com/Recipe-Details.aspx?id=693671"""
"""Layered Ice Cream""","""cream,cream syrup,cookie crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=903675"""
"""Cauliflower Dip""","""mayonnaise,sour cream,green onion,parsley,dill weed,curry powder""","""www.cookbooks.com/Recipe-Details.aspx?id=233941"""
"""Paul Nelson'S Famous Chicken Pie""","""chicken breasts,cream of chicken soup,sour cream,poppy seed,margarine,rolls""","""www.cookbooks.com/Recipe-Details.aspx?id=693072"""
"""Lace Cookies""","""oats,sugar,salt,baking powder,flour,butter,egg,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=742208"""
"""Company Pork Chops""","""pork chops,onion,regular rice,tomatoes""","""www.cookbooks.com/Recipe-Details.aspx?id=938559"""
"""Date Filled Cookies""","""dates,water,sugar,lemon juice,brown sugar,eggs,flour,cream of tartar,soda,salt,rolled oats,water,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=877837"""
"""Fudge Pie""","""shell,butter,cocoa,flour,sugar,vanilla,eggs,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=358855"""
"""Icebox Bran Muffins""","""All-Bran cereal,boiling water,Crisco,sugar,eggs,buttermilk,flour,baking soda,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=195021"""
"""Chicken Enchiladas""","""corn tortillas,chicken,green chili peppers,red,salsa,sour cream,shredded Monterey Jack cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=593711"""
"""Potatoes Romanoff""","""potatoes,green onions,Cheddar cheese,sour cream,milk,pepper,nutmeg""","""www.cookbooks.com/Recipe-Details.aspx?id=255774"""
"""Fudge Pie""","""butter,cocoa,sugar,eggs,all-purpose,salt,vanilla extract,whipped cream""","""www.cookbooks.com/Recipe-Details.aspx?id=705195"""
"""Poor Man'S Steak""","""hamburger,cracker crumbs,water""","""www.cookbooks.com/Recipe-Details.aspx?id=207645"""
"""Pumpkin Cheesecake Bars""","""pound cake mix,eggs,margarine,pumpkin pie spice,cream cheese,condensed milk,pumpkin,salt,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=430144"""
"""Chinese Chicken Wings""","""chicken,soy sauce,sugar,brown sugar,cider vinegar,garlic powder,ground ginger""","""www.cookbooks.com/Recipe-Details.aspx?id=278120"""
"""Texas Chili""","""boneless beef chuck,beef suet,tomatoes,beef broth,onions,garlic,green chilies,red pepper,salt,oregano,cumin,bay leaves""","""www.cookbooks.com/Recipe-Details.aspx?id=166359"""
"""Fruit Medley""","""fruit cocktail,peaches,raisins,strawberries,bananas,pineapple,pears,mandarin oranges,apples""","""www.cookbooks.com/Recipe-Details.aspx?id=415838"""
"""Barbecued Green Beans""","""French style green beans,bacon,onion,catsup,worcestershire sauce,brown sugar,water""","""www.cookbooks.com/Recipe-Details.aspx?id=85960"""
"""Orange Julius""","""orange juice,water,eggs,vanilla,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=722112"""
"""Salmon Spread""","""salmon,cream cheese,dill weed,onion,horseradish,mayonnaise""","""www.cookbooks.com/Recipe-Details.aspx?id=688025"""
"""Congealed Dessert""","""lime jello,boiling water,cream cheese,mayonnaise,pineapple,bananas,pecans,maraschino red cherries,whipping cream""","""www.cookbooks.com/Recipe-Details.aspx?id=235316"""
"""Oil Pie Crust""","""flour,oil,milk,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=414954"""
"""Potato Salad""","""salad oil,vinegar,salt,pepper,potatoes,celery,onion,eggs,olives,dill pickle,pimentos,mayonnaise""","""www.cookbooks.com/Recipe-Details.aspx?id=238928"""
"""Chili-Pepper Cheese Bake""","""green chilies,cheese,eggs,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=902059"""
"""Idaho Potato Cake""","""butter,sugar,eggs,cold mashed potatoes,vanilla extract,flour,baking cocoa,baking soda,milk,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=1062349"""
"""Tortilla Chip Dip""","""chunky salsa,lite cream cheese,tortilla chips""","""www.cookbooks.com/Recipe-Details.aspx?id=335054"""
"""Shipwrecked""","""potatoes,onion,hamburger,rice,celery,tomatoes,kidney beans,water,Cheddar cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=644916"""
"""Noodle Nibbles""","""butter,soy sauce,pepper sauce,noodles,celery salt,onion powder""","""www.cookbooks.com/Recipe-Details.aspx?id=474750"""
"""Roast Chicken With Mushroom Gravy""","""chicken,butter,onion,fresh mushrooms,parsley,tarragon,beef stock,tomato paste,cornstarch,cold water,lemon,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=818379"""
"""Spicy Peanut Soup""","""butter,bacon,onion,sweet potatoes,ground cinnamon,chili powder,cumin,cayenne,chicken stock,tomato paste,nonhomogenized peanut butter,salt,sour cream""","""www.cookbooks.com/Recipe-Details.aspx?id=230758"""
"""Snack Crackers""","""oyster crackers,buttermilk salad dressing,oil,lemon pepper,oregano,garlic powder""","""www.cookbooks.com/Recipe-Details.aspx?id=1036513"""
"""New England Clam Chowder""","""White Rose potatoes,bacon,thyme,heavy cream,onion,whole baby clams with liquid,bay leaves,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=668404"""
"""Buffalo Chips""","""butter,brown sugar,white sugar,eggs,vanilla,flour,soda,baking powder,oats,cornflakes,pecans,chocolate chips""","""www.cookbooks.com/Recipe-Details.aspx?id=282261"""
"""Pineapple Casserole""","""pineapple,flour,sugar,pineapple juice,Cheddar cheese,margarine,crackers""","""www.cookbooks.com/Recipe-Details.aspx?id=794232"""
"""Cheesy Green Beans""","""bacon,green beans,onion,black pepper,mushrooms""","""www.cookbooks.com/Recipe-Details.aspx?id=314025"""
"""Old-Time Molasses Cake""","""flour,sugar,cinnamon,cloves,allspice,butter,eggs,molasses,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=818759"""
"""Becky'S Marshmallow Clouds""","""flour,cocoa powder,baking soda,white sugar,light brown sugar,butter,eggs,vanilla,semi-sweet chocolate chips,marshmallows""","""www.cookbooks.com/Recipe-Details.aspx?id=771093"""
"""French Dressing""","""oil,white vinegar,sugar,ketchup,salt,paprika,onion""","""www.cookbooks.com/Recipe-Details.aspx?id=1022616"""
"""Creole Seasoning Blend""","""salt,cayenne,white pepper,paprika,black pepper,thyme,onion powder,garlic powder,sweet basil,oregano,parsley flakes,celery flakes,ground ginger,rosemary""","""www.cookbooks.com/Recipe-Details.aspx?id=437957"""
"""Cheesecake Supreme""","""graham cracker pie crust,cream cheese,sugar,lemon juice,vanilla,salt,eggs,sour cream,sugar,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=602299"""
"""Caramel Brownies""","""Bisquick,brown sugar,eggs,vanilla,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=179807"""
"""French Dressing""","""oil,Chile Sauce,Sugar,Vinegar,Lemon Juice,Onion,Garlic Salt,Paprika,Salt,Red Pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=96520"""
"""Vanilla Ice Cream""","""heavy cream,sugar,milk,vanilla,salt,egg""","""www.cookbooks.com/Recipe-Details.aspx?id=783565"""
"""Chicken And Asparagus""","""fresh asparagus spears,chicken,cooking oil,salt,pepper,condensed cream,mayonnaise,lemon juice,Cheddar cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=1013491"""
"""Calypso Java Bread""","""biscuit mix,brown sugar,all-purpose,coffee powder,milk,mashed banana,egg,dates,walnuts""","""www.cookbooks.com/Recipe-Details.aspx?id=754561"""
"""Sweet Potato Casserole""","""sweet potatoes,milk,brown sugar,orange juice,eggs,nutmeg,cinnamon,cloves,margarine""","""www.cookbooks.com/Recipe-Details.aspx?id=300949"""
"""Scalloped Potatoes""","""frozen hash browns,cream of chicken soup,corn flakes,onions,salt,oleo,sour cream""","""www.cookbooks.com/Recipe-Details.aspx?id=679745"""
"""Sweet Sour Spareribs""","""spareribs,flour,+,ginger root,brown sugar,shoyu,cider vinegar,ajinomoto,pineapple""","""www.cookbooks.com/Recipe-Details.aspx?id=408077"""
"""Aunt Eva'S Old Fashion Peach Shortcake""","""flour,sugar,baking powder,margarine,egg,milk,peaches""","""www.cookbooks.com/Recipe-Details.aspx?id=549222"""
"""Chili-Style Chuck Roast""","""beef chuck roast,salt,pepper,Crisco,brown sugar,dry mustard,chili powder,beans,onion,water,flour,paprika""","""www.cookbooks.com/Recipe-Details.aspx?id=682497"""
"""Ms. Linda'S Jumbo Chocolate Chip Cookies""","""butter,shortening,brown sugar,sugar,eggs,vanilla,flour,soda,salt,semi-sweet chocolate chips,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=902175"""
"""Butter Cream Frosting""","""shortening,butter,vanilla,sugar,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=552170"""
"""Strawberry Salad""","""strawberry jello,boiling water,frozen strawberries,pineapple,bananas,sour cream""","""www.cookbooks.com/Recipe-Details.aspx?id=826060"""
"""Chicken Cacciatore""","""chicken,tomato sauce,tomatoes,onion,pimiento,sugar,oregano,basil,salt,pepper,garlic""","""www.cookbooks.com/Recipe-Details.aspx?id=535652"""
"""Super Orange Delight""","""cottage cheese,orange jello,pineapple,mandarin oranges""","""www.cookbooks.com/Recipe-Details.aspx?id=400367"""
"""Dirt Cake""","""Oreo cookies,vanilla pudding,powdered sugar,cream cheese,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=581276"""
"""Cowboy Beans""","""ground beef,onions,bell pepper,ketchup,vinegar,brown sugar,mustard,pork,salt,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=548764"""
"""Broccoli Casserole""","""rice,frozen broccoli,onion""","""www.cookbooks.com/Recipe-Details.aspx?id=627646"""
"""Soft Pretzels""","""yeast,water,brown sugar,salt,flour""","""www.cookbooks.com/Recipe-Details.aspx?id=953596"""
"""Banana Pudding""","""milk,instant vanilla pudding,sour cream,bananas,vanilla wafers""","""www.cookbooks.com/Recipe-Details.aspx?id=737775"""
"""Corned Beef Barbecue""","""celery,onions,Worcestershire sauce,ketchup,vinegar,sugar,salt,chili powder,hot water,corned beef""","""www.cookbooks.com/Recipe-Details.aspx?id=921736"""
"""Linda Twelves' Broccoli And Cauliflower Salad""","""cauliflower,broccoli,green onions,sugar,white vinegar,mayonnaise,bacon""","""www.cookbooks.com/Recipe-Details.aspx?id=411177"""
"""Cranberry Salad""","""cranberries,water,sugar,salt,cherry gelatin,celery,apples,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=34803"""
"""Sausage Balls""","""Cheddar cheese,sausage,Bisquick""","""www.cookbooks.com/Recipe-Details.aspx?id=813370"""
"""Dad'S Birthday Cake""","""oleo,sugar,flour,eggs,salt,baking powder,milk,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=197173"""
"""Deviled Eggs""","""eggs,mayo,vinegar,mustard,salt,paprika""","""www.cookbooks.com/Recipe-Details.aspx?id=671441"""
"""*Chicken Pie""","""chicken breasts,cream of celery soup,cream of chicken soup,mushroom soup,mixed vegetables,flour,margarine,sweet milk""","""www.cookbooks.com/Recipe-Details.aspx?id=1051960"""
"""Cherry Jello Salad""","""O,water,cherry pie filling,cream cheese,marshmallows,whipping cream""","""www.cookbooks.com/Recipe-Details.aspx?id=662334"""
"""Quick Corn Mazatlan""","""whole kernel corn,light cream cheese,green chiles,green onions,red pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=724994"""
"""Snicker Salad""","""Snickers,apples,vanilla pudding""","""www.cookbooks.com/Recipe-Details.aspx?id=141620"""
"""Spinach Pie""","""crust,frozen spinach,Ricotta,eggs,milk,Feta cheese,salt,garlic powder,Mozzarella cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=974359"""
"""Parsley Soup(Serves 6)""","""soup,leeks,potatoes,onion,clove garlic,chicken stock,heavy cream""","""www.cookbooks.com/Recipe-Details.aspx?id=842386"""
"""Mom'S Best Potato Salad""","""potatoes,purple onions,eggs,celery salt,mayonnaise,sugar,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=561349"""
"""German Chocolate Upside-Down Cake""","""coconut,nuts,margarine,cream cheese,powdered sugar,chocolate cake""","""www.cookbooks.com/Recipe-Details.aspx?id=895240"""
"""Spinach Salad""","""fresh spinach,bacon,green onions,fresh,brown sugar,dry mustard,vinegar,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=420975"""
"""Cleone'S Slaw Dressing""","""sugar,vinegar,oil,salt,celery,mustard,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=294095"""
"""Carrot Marmalade""","""pared,lemon rind,sugar,orange juice,lemon juice""","""www.cookbooks.com/Recipe-Details.aspx?id=906497"""
"""Light 'N Tangy Twister""","""vegetable juice,orange juice,grapefruit juice,honey""","""www.cookbooks.com/Recipe-Details.aspx?id=787864"""
"""Maple Syrup""","""sugar,water,maple flavoring,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=2183"""
"""Cornstarch Icing""","""water,cornstarch,butter,sugar,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=743602"""
"""Oatmeal Raisin Cookies""","""flour,baking soda,butter,granulated sugar,brown sugar,vanilla,eggs,oatmeal,raisins""","""www.cookbooks.com/Recipe-Details.aspx?id=650398"""
"""Pumpkin Bread""","""sugar,vegetable oil,eggs,pumpkin,baking powder,salt,baking soda,water,nutmeg,cinnamon,flour""","""www.cookbooks.com/Recipe-Details.aspx?id=242655"""
"""Fudge Frosting""","""brown sugar,cocoa,shortening,milk,salt,vanilla,confectioners sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=846249"""
"""Microwave Peanut Brittle""","""corn syrup,salt,peanuts,butter,baking soda,vanilla extract""","""www.cookbooks.com/Recipe-Details.aspx?id=797600"""
"""Recipe For A Happy Day""","""friendly words,understanding,time""","""www.cookbooks.com/Recipe-Details.aspx?id=411117"""
"""Favorite Doughnuts""","""eggs,sugar,shortening,sour milk,flour,baking powder,soda,salt,nutmeg,cinnamon,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=445624"""
"""Diane'S Mexican Chicken""","""chicken,cream of chicken soup,pimentos,chiles,Doritos""","""www.cookbooks.com/Recipe-Details.aspx?id=615036"""
"""California Butter Balls""","""butter,powdered sugar,flour,nuts,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=471423"""
"""Pumpkin Muffins""","""raisins,water,eggs,pumpkin,sugar,cloves,cinnamon,salt,oil,flour,baking powder,soda""","""www.cookbooks.com/Recipe-Details.aspx?id=908794"""
"""Sweet Potato Pudding""","""grated sweet potatoes,egg,sugar,vanilla,milk,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=813922"""
"""Deer Sausage""","""deer,pork fat,red cayenne pepper,nutmeg,ginger,sage""","""www.cookbooks.com/Recipe-Details.aspx?id=689773"""
"""Sloppy Joes""","""oil,celery,onion,ground beef,salt,pepper,green pepper,chili sauce,ketchup""","""www.cookbooks.com/Recipe-Details.aspx?id=497348"""
"""Peanut Butter Pie""","""sugar,cornstarch,flour,salt,milk,egg yolks,peanut butter,pastry shell,whipped cream""","""www.cookbooks.com/Recipe-Details.aspx?id=741199"""
"""Chocolate Log""","""chocolate cake mix,cream cheese,confectioners sugar,coloring""","""www.cookbooks.com/Recipe-Details.aspx?id=858063"""
"""Crabmeat Cakes""","""crabmeat,extra rich milk,bread crumbs,cayenne pepper,dry mustard,Worcestershire sauce,Tabasco sauce,egg,meal""","""www.cookbooks.com/Recipe-Details.aspx?id=827936"""
"""Congealed Salad""","""lime jello,boiling water,milk,cream cheese,mayonnaise,pineapple""","""www.cookbooks.com/Recipe-Details.aspx?id=1012610"""
"""Dieters Fish""","""zucchini,mushrooms,carrots,broccoli,celery,cherry tomatoes,garlic,soy sauce,tarragon,bread crumbs,butter,fish,cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=677882"""
"""Sesame Pork Tenderloin""","""pork tenderloin,garlic,honey,sesame seed,soy sauce,fresh ginger root""","""www.cookbooks.com/Recipe-Details.aspx?id=898501"""
"""Mixed Vegetable Casserole""","""broccoli,cream of mushroom soup,Swiss cheese,sour cream,onions""","""www.cookbooks.com/Recipe-Details.aspx?id=145503"""
"""Fruit Cake Cookies""","""shortening,brown sugar,egg,buttermilk,baking powder,soda,salt,flour,dates,pecans,candied cherries""","""www.cookbooks.com/Recipe-Details.aspx?id=1058981"""
"""Green Bean And Corn Salad(Makes 8 Servings)""","""green beans,corn,onion,celery,green pepper,pimiento,vegetable oil,wine vinegar,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=655363"""
"""Old Fashioned Macaroni And Cheese""","""macaroni,cheddar cheese,salt,pepper,milk,paprika""","""www.cookbooks.com/Recipe-Details.aspx?id=24018"""
"""Corn Casserole""","""whole kernel corn,cream style corn,green bell pepper,onion,cheddar cheese,cracker crumbs,pimento,egg,milk,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=11318"""
"""Mississippi Mud Pie""","""pecans,flour,margarine,sugar,cream cheese,powdered sugar,milk,instant chocolate pudding""","""www.cookbooks.com/Recipe-Details.aspx?id=619240"""
"""Potato Pork Chop Casserole""","""pork chops,oil,potatoes,cream of mushroom soup,Cheddar cheese soup,onion,green pepper,milk,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=470896"""
"""Banana Bread""","""shortening,sugar,flour,baking soda,eggs,salt,nut meats,bananas""","""www.cookbooks.com/Recipe-Details.aspx?id=823546"""
"""Chicken Dressing""","""corn bread,hot dog buns,celery,onion,salt,broth,eggs,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=569613"""
"""Tribby'S Cookies""","""shortening,brown sugar,flour,rolled oats,salt,soda,buttermilk,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=984410"""
"""Broccoli-Peanut Salad""","""mayonnaise,Italian dressing,broccoli,pickle relish,onion,egg,salt,peanuts""","""www.cookbooks.com/Recipe-Details.aspx?id=163566"""
"""Butter Rolls""","""hot dog buns,eggs,milk,sugar,butter,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=329521"""
"""Cabbage Casserole""","""ground turkey,onion,garlic powder,pepper,tomato soup,water,Worcestershire sauce,cabbage,rice""","""www.cookbooks.com/Recipe-Details.aspx?id=890386"""
"""Sugar Cookies""","""flour,shortening,lemon juice,sugar,salt,baking powder,soda,vanilla,milk,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=120029"""
"""Pineapple Cheese Casserole""","""pineapple tidbits,cheddar cheese,sugar,flour,crackers,oleo""","""www.cookbooks.com/Recipe-Details.aspx?id=131474"""
"""Baked Chicken Salad""","""chicken,white bread,mushrooms,water chestnuts,mayonnaise,milk,Velveeta cheese,eggs,salt,cream of celery soup""","""www.cookbooks.com/Recipe-Details.aspx?id=257132"""
"""Chicken Broccoli And Orzo""","""chicken breasts,chicken broth,tomatoes,fresh broccoli,orzo,salt,pepper,basil,shredded Mozzarella""","""www.cookbooks.com/Recipe-Details.aspx?id=302957"""
"""Banana Nut Bread""","""butter,sugar,eggs,bananas,flour,baking soda,milk,walnuts""","""www.cookbooks.com/Recipe-Details.aspx?id=1028054"""
"""Chocolate Pudding""","""sugar,cocoa,eggs,vanilla,flour,milk,sugar,margarine""","""www.cookbooks.com/Recipe-Details.aspx?id=119152"""
"""Pumpkin Bread""","""pumpkin,sugar,flour,soda,nutmeg,salt,oil,eggs,cinnamon,cloves,baking powder,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=707561"""
"""Quick And Easy Skillet Dinner""","""sausage,tomatoes,salt,chili powder,onion,white rice,picante sauce,thyme,green pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=635148"""
"""Lemon Whippersnaps""","""lemon cake mix,egg,powdered sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=104299"""
"""24 Hour Salad ""Holiday""""","""whipping cream,cream cheese,pineapple,marshmallows,maraschino cherries""","""www.cookbooks.com/Recipe-Details.aspx?id=660882"""
"""Louisiana Chicken""","""bacon,green pepper,thyme,Campbell's tomato soup,water,chicken,onion""","""www.cookbooks.com/Recipe-Details.aspx?id=23453"""
"""Little Pizzas""","""hot sausage,sausage,Velveeta cheese,ketchup,oregano,garlic salt,Worcestershire sauce,party rye bread,pizza sauce""","""www.cookbooks.com/Recipe-Details.aspx?id=610179"""
"""Turtle Cake""","""Chocolate cake,caramels,butter,milk,semi sweet chocolate chips,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=965998"""
"""Angel Pie""","""lemon juice,pineapple,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=830051"""
"""Lemon Cake""","""margarine,pecans,coconut,lemon cake mix,sour cream,eggs,water,oil,lemon,lemon extract,powdered sugar,lemon juice""","""www.cookbooks.com/Recipe-Details.aspx?id=822491"""
"""Cheesy Chicken""","""chicken breasts,cream of chicken soup,Swiss cheese,margarine,stuffing mix""","""www.cookbooks.com/Recipe-Details.aspx?id=238413"""
"""Mexican Dip""","""beans,avocados,lemon juice,garlic salt,salsa,spoonful Miracle,sour cream,picante sauce,Cheddar cheese,green onions,tomato,black olives""","""www.cookbooks.com/Recipe-Details.aspx?id=624194"""
"""Candy Strawberries""","""strawberry Jell-O,ground pecans,flaked coconut,condensed milk,vanilla,red sugar crystals""","""www.cookbooks.com/Recipe-Details.aspx?id=532631"""
"""Sue Grizzard'S Orange Cake""","""orange cake,eggs,orange jello,oil,water""","""www.cookbooks.com/Recipe-Details.aspx?id=149907"""
"""Brownies""","""chocolate,margarine,sugar,eggs,flour,pecans,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=334282"""
"""Chicken Marbella""","""garlic,salt,red wine vinegar,prunes,capers,oregano,pepper,olive oil,Spanish olives,bay leaves""","""www.cookbooks.com/Recipe-Details.aspx?id=83488"""
"""Mayonnaise Chocolate Cake""","""flour,sugar,soda,baking powder,cocoa,water,vanilla,mayonnaise""","""www.cookbooks.com/Recipe-Details.aspx?id=272487"""
"""Cranbrosia""","""fresh cranberries,sugar,mandarin oranges,pineapple tidbits,coconut,sour cream,unflavored gelatin,whipping cream""","""www.cookbooks.com/Recipe-Details.aspx?id=914105"""
"""Banana Fizz Favorite""","""gelatin,boiling water,cold water,banana""","""www.cookbooks.com/Recipe-Details.aspx?id=570315"""
"""Watergate Cake""","""white cake,oil,water,pistachio instant pudding,milk,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=399451"""
"""Tomato Dip""","""tomatoes,garlic powder,salt,oregano,onion,jalapeno peppers,vinegar,chili powder""","""www.cookbooks.com/Recipe-Details.aspx?id=177038"""
"""Apple Cinnamon Muffins""","""flour,sugar,baking powder,ground cinnamon,salt,egg,milk,apple,butter,nuts,brown sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=360513"""
"""Chocolate Chip Cake""","""cake mix,chocolate pudding,eggs,chocolate chips,oil,water""","""www.cookbooks.com/Recipe-Details.aspx?id=593376"""
"""Chicken Santa Maria""","""olive oil,green onions,garlic,chicken breasts,hearts,sweet roasted peppers,black pitted olives,rotini pasta,Parmesan cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=858325"""
"""Easy Cookies""","""cake mix,oil,eggs,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=1065613"""
"""Pumpkin Praline Chiffon Pie""","""butter,brown sugar,pecans,eggnog,sugar,pumpkin,heavy cream,unflavored gelatin,ground cinnamon,ground ginger,ground nutmeg,eggs,cream of tartar,bourbon""","""www.cookbooks.com/Recipe-Details.aspx?id=361209"""
"""Reese Cup Cake""","""butter,cocoa,water,buttermilk,eggs,sugar,flour,vanilla,peanut butter,warm oil""","""www.cookbooks.com/Recipe-Details.aspx?id=829734"""
"""Mexican Rice""","""vegetable oil,long,onion,clove garlic,tomato,broth,salt,peas,carrot,cilantro""","""www.cookbooks.com/Recipe-Details.aspx?id=481824"""
"""Icebox Rolls""","""yeast,water,salt,shortening,boiling water,cold water,eggs,flour""","""www.cookbooks.com/Recipe-Details.aspx?id=894651"""
"""Mushroom Bread""","""crescent rolls,mushrooms,butter,Italian seasoning or garlic salt,Parmesan cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=874621"""
"""Hawaiian Baked Beans And Franks""","""pineapple,onion,brown sugar,catsup,mustard,pork,wieners""","""www.cookbooks.com/Recipe-Details.aspx?id=112778"""
"""Swiss Steak""","""steak,tomatoes,carrots,stalks celery,onion,Worcestershire sauce,sugar,grated cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=455060"""
"""Coke Salad""","""orange Jell-O,cream cheese,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=785823"""
"""Broccoli Chicken""","""frozen broccoli,chicken breasts,mayonnaise,cream of chicken soup,curry powder,lemon juice,cheese,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=171194"""
"""Chicken And Dressing Casserole(Weight Watchers)""","""chicken,corn meal,cold water,poultry seasoning,mushrooms,celery,onion flakes,chicken bouillon,sage""","""www.cookbooks.com/Recipe-Details.aspx?id=240601"""
"""Creamed Peas And Potatoes""","""red potatoes,frozen peas,butter,flour,salt,white pepper,milk,dill""","""www.cookbooks.com/Recipe-Details.aspx?id=829666"""
"""Lemon Chicken""","""chicken breasts,flour,butter,olive oil,salt,parsley,lemon juice""","""www.cookbooks.com/Recipe-Details.aspx?id=900564"""
"""Banana-Nut Cake""","""bananas,sugar,shortening,eggs,flour,powder,soda,salt,sour cream,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=983484"""
"""Carrot Casserole""","""onion,butter,all-purpose,salt,milk,white,carrots,American cheese,buttered bread crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=540484"""
"""Easy Pot Roast""","""Campbell's celery soup,onion soup,chuck""","""www.cookbooks.com/Recipe-Details.aspx?id=815965"""
"""Barbara'S Sugarless Apple Pie""","""lemon juice,apple juice,flour,cinnamon,peeled apples,raisins,pastry,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=1032737"""
"""Vegetable Beef Soup""","""stew beef,carrot,corn,peas,garlic salt,onion,potatoes,beans,tomatoes,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=893674"""
"""Millet Cheese""","""millet,cashews,pimentos,lemon juice,yeast flakes,clove garlic,onion chips,salt,water""","""www.cookbooks.com/Recipe-Details.aspx?id=964806"""
"""Crab Dip""","""crab meat,cream cheese,Worcestershire Sauce""","""www.cookbooks.com/Recipe-Details.aspx?id=64677"""
"""Aunt Gen'S Slush""","""vodka,pineapple juice,cream of coconut,Squirt""","""www.cookbooks.com/Recipe-Details.aspx?id=94239"""
